game_name,card_title,description,tags,figure_name,power,suit,rank,extra_notes
Magic: The Gathering,Choco-Comet,"Choco-Comet deals X damage to any target.
Create a 2/2 green Bird creature token with ""Whenever a land you control enters, this token gets +1/+0 until end of turn.""",Sorcery,Choco-Comet,,R,uncommon,"The other colorations of chocobo tend to be quite violent, giving rise to the saying: ""Yellow, best for riding; aught else, best be hiding."""
Magic: The Gathering,"Choco, Seeker of Paradise","Whenever one or more Birds you control attack, look at that many cards from the top of your library. You may put one of them into your hand. Then put any number of land cards from among them onto the battlefield tapped and the rest into your graveyard.
Landfall — Whenever a land you control enters, Choco gets +1/+0 until end of turn.",Legendary Creature — Bird,"Choco, Seeker of Paradise",3,"G,U,W",rare,
Magic: The Gathering,"Cid, Timeless Artificer","Artifact creatures and Heroes you control get +1/+1 for each Artificer you control and each Artificer card in your graveyard.
A deck can have any number of cards named Cid, Timeless Artificer.
Cycling {W}{U} ({W}{U}, Discard this card: Draw a card.)",Legendary Creature — Human Artificer,"Cid, Timeless Artificer",4,"U,W",uncommon,
Magic: The Gathering,Circle of Power,"You draw two cards and you lose 2 life. Create a 0/1 black Wizard creature token with ""Whenever you cast a noncreature spell, this token deals 1 damage to each opponent.""
Wizards you control get +1/+0 and gain lifelink until end of turn.",Sorcery,Circle of Power,,B,uncommon,
Magic: The Gathering,Clash of the Eikons,"Choose one or more —
• Target creature you control fights target creature an opponent controls.
• Remove a lore counter from target Saga you control. (Removing lore counters doesn't cause chapter abilities to trigger.)
• Put a lore counter on target Saga you control.",Sorcery,Clash of the Eikons,,G,uncommon,
Magic: The Gathering,"Clive, Ifrit's Dominant // Ifrit, Warden of Inferno",,Legendary Creature — Human Noble Warrior // Legendary Enchantment Creature — Saga Demon,"Clive, Ifrit's Dominant // Ifrit, Warden of Inferno",,,mythic,
Magic: The Gathering,Clive's Hideaway,"Hideaway 4 (When this land enters, look at the top four cards of your library, exile one face down, then put the rest on the bottom in a random order.)
{T}: Add {C}.
{2}, {T}: You may play the exiled card without paying its mana cost if you control four or more legendary creatures.",Land — Town,Clive's Hideaway,,,rare,
Magic: The Gathering,Cloudbound Moogle,"Flying
When this creature enters, put a +1/+1 counter on target creature.
Plainscycling {2} ({2}, Discard this card: Search your library for a Plains card, reveal it, put it into your hand, then shuffle.)",Creature — Moogle,Cloudbound Moogle,2,W,common,
Magic: The Gathering,"Cloud, Midgar Mercenary","When Cloud enters, search your library for an Equipment card, reveal it, put it into your hand, then shuffle.
As long as Cloud is equipped, if an ability of Cloud or an Equipment attached to it triggers, that ability triggers an additional time.",Legendary Creature — Human Soldier Mercenary,"Cloud, Midgar Mercenary",2,W,mythic,
Magic: The Gathering,Cloud of Darkness,"Flying
Particle Beam — When Cloud of Darkness enters, target creature an opponent controls gets -X/-X until end of turn, where X is the number of permanent cards in your graveyard.",Legendary Creature — Avatar,Cloud of Darkness,3,"B,G",uncommon,"""We are the Cloud of Darkness! Bringer of wrath and destroyer of light!"""
Magic: The Gathering,"Cloud, Planet's Champion","During your turn, as long as Cloud is equipped, it has double strike and indestructible. (This creature deals both first-strike and regular combat damage. Damage and effects that say ""destroy"" don't destroy this creature.)
Equip abilities you activate that target Cloud cost {2} less to activate.",Legendary Creature — Human Soldier Mercenary,"Cloud, Planet's Champion",4,"R,W",mythic,"""It's not over yet... this isn't the end!"""
Magic: The Gathering,Coeurl,"{1}{W}, {T}: Tap target nonenchantment creature.",Creature — Cat Beast,Coeurl,2,W,common,A lean and limber predator whose whiskers acquire charge from naturally-occurring electric particles in the atmosphere.
Magic: The Gathering,Coliseum Behemoth,"Trample
When this creature enters, choose one —
• Destroy target artifact or enchantment.
• Draw a card.",Creature — Beast,Coliseum Behemoth,7,G,uncommon,
Magic: The Gathering,Combat Tutorial,Target player draws two cards. Put a +1/+1 counter on up to one target creature you control.,Sorcery,Combat Tutorial,,U,common,"""Clueless, aren't you? Good thing I'm here.""
—Lulu"
Magic: The Gathering,Commune with Beavers,"Look at the top three cards of your library. You may reveal an artifact, creature, or land card from among them and put it into your hand. Put the rest on the bottom of your library in any order.",Sorcery,Commune with Beavers,,G,common,"""Guy speak beaver."""
Magic: The Gathering,Coral Sword,"Flash
When this Equipment enters, attach it to target creature you control. That creature gains first strike until end of turn.
Equipped creature gets +1/+0.
Equip {1}",Artifact — Equipment,Coral Sword,,R,uncommon,
Magic: The Gathering,Cornered by Black Mages,"Target opponent sacrifices a creature of their choice.
Create a 0/1 black Wizard creature token with ""Whenever you cast a noncreature spell, this token deals 1 damage to each opponent.""",Sorcery,Cornered by Black Mages,,B,common,"""Kuja called them black mages, dark spawn of the mist.""
—The Soulcage"
Magic: The Gathering,Crossroads Village,"This land enters tapped. As it enters, choose a color.
{T}: Add one mana of the chosen color.",Land — Town,Crossroads Village,,,common,"""You've got to destroy the Dreadnought!""
—Bafsk resident"
Magic: The Gathering,Crystal Fragments // Summon: Alexander,,Artifact — Equipment // Enchantment Creature — Saga Construct,Crystal Fragments // Summon: Alexander,,,uncommon,
Magic: The Gathering,Dark Confidant,"At the beginning of your upkeep, reveal the top card of your library and put that card into your hand. You lose life equal to its mana value.",Creature — Human Wizard,Dark Confidant,2,B,mythic,"""Fare you well, Bringer of Light."""
Magic: The Gathering,Dark Knight's Greatsword,"Job select (When this Equipment enters, create a 1/1 colorless Hero creature token, then attach this to it.)
Equipped creature gets +3/+0 and is a Knight in addition to its other types.
Chaosbringer — Equip—Pay 3 life. Activate only once each turn.",Artifact — Equipment,Dark Knight's Greatsword,,B,uncommon,
Magic: The Gathering,Deadly Embrace,Destroy target creature an opponent controls. Then draw a card for each creature that died this turn.,Sorcery,Deadly Embrace,,B,rare,"""Come, little lamb... to the slaughter with you!"""
Magic: The Gathering,Delivery Moogle,"Flying
When this creature enters, search your library and/or graveyard for an artifact card with mana value 2 or less, reveal it, and put it into your hand. If you search your library this way, shuffle.",Creature — Moogle,Delivery Moogle,3,W,uncommon,"""A new letter has arrived just for you, kupo!"""
Magic: The Gathering,Demon Wall,"Defender
Menace (This creature can't be blocked except by two or more creatures.)
As long as this creature has a counter on it, it can attack as though it didn't have defender.
{5}{B}: Put two +1/+1 counters on this creature.",Artifact Creature — Demon Wall,Demon Wall,3,B,uncommon,
Magic: The Gathering,Diamond Weapon,"This spell costs {1} less to cast for each permanent card in your graveyard.
Reach
Immune — Prevent all combat damage that would be dealt to Diamond Weapon.",Legendary Artifact Creature — Elemental,Diamond Weapon,8,G,uncommon,A tutelary creature said only to appear when the planet is in grave danger.
Magic: The Gathering,"Dion, Bahamut's Dominant // Bahamut, Warden of Light",,Legendary Creature — Human Noble Knight // Legendary Enchantment Creature — Saga Dragon,"Dion, Bahamut's Dominant // Bahamut, Warden of Light",,,rare,
Magic: The Gathering,Dragoon's Lance,"Job select (When this Equipment enters, create a 1/1 colorless Hero creature token, then attach this to it.)
Equipped creature gets +1/+0 and is a Knight in addition to its other types.
During your turn, equipped creature has flying.
Gae Bolg — Equip {4}",Artifact — Equipment,Dragoon's Lance,,W,uncommon,
Magic: The Gathering,Dragoon's Wyvern,"Flying
When this creature enters, create a 1/1 colorless Hero creature token.",Creature — Drake,Dragoon's Wyvern,2,U,common,"""I heard that to become a dragoon, you had to make a pact with a living wyvern. However, thanks to the dragonslayers, there aren't that many dragons left.""
—Ceraulian, San d'Oria citizen"
Magic: The Gathering,Dreams of Laguna,"Surveil 1, then draw a card. (To surveil 1, look at the top card of your library. You may put it into your graveyard.)
Flashback {3}{U} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",Instant,Dreams of Laguna,,U,common,"""Don't go back on your word. C'mon, go wave to her."""
Magic: The Gathering,Dwarven Castle Guard,"When this creature dies, create a 1/1 colorless Hero creature token.",Creature — Dwarf Soldier,Dwarven Castle Guard,2,W,common,"""'Lali-ho' is the dwarven greeting!"""
Magic: The Gathering,"Eden, Seat of the Sanctum","{T}: Add {C}.
{5}, {T}: Mill two cards. Then you may sacrifice this land. When you do, return another target permanent card from your graveyard to your hand.",Land — Town,"Eden, Seat of the Sanctum",,,uncommon,"This city, Cocoon's capital, shares its name with its fal'Cie patron."
Magic: The Gathering,"Edgar, King of Figaro","When Edgar enters, draw a card for each artifact you control.
Two-Headed Coin — The first time you flip one or more coins each turn, those coins come up heads and you win those flips.",Legendary Creature — Human Artificer Noble,"Edgar, King of Figaro",4,U,rare,"""Sabin...let's settle this with the toss of a coin."""
Magic: The Gathering,Eject,"This spell can't be countered.
Return target nonland permanent to its owner's hand.
Draw a card.",Instant,Eject,,U,uncommon,
Magic: The Gathering,Elixir,"This artifact enters tapped.
{5}, {T}, Exile this artifact: Shuffle all nonland cards from your graveyard into your library. You gain life equal to the number of cards shuffled into your library this way.",Artifact,Elixir,,,uncommon,Fully recovers HP and MP.
Magic: The Gathering,"Emet-Selch, Unsundered // Hades, Sorcerer of Eld",,Legendary Creature — Elder Wizard // Legendary Creature — Avatar,"Emet-Selch, Unsundered // Hades, Sorcerer of Eld",,,mythic,
Magic: The Gathering,Esper Origins // Summon: Esper Maduin,,Sorcery // Enchantment Creature — Saga Elemental,Esper Origins // Summon: Esper Maduin,,,rare,
Magic: The Gathering,Ether,"{T}, Exile this artifact: Add {U}. When you next cast an instant or sorcery spell this turn, copy that spell. You may choose new targets for the copy.",Artifact,Ether,,U,uncommon,Restores 20 MP.
Magic: The Gathering,Evil Reawakened,Return target creature card from your graveyard to the battlefield with two additional +1/+1 counters on it.,Sorcery,Evil Reawakened,,B,uncommon,"""Galuf. It's good to see you again . . . Mwa-hahahahaha!"""
Magic: The Gathering,Excalibur II,"Whenever you gain life, put a charge counter on Excalibur II.
Equipped creature gets +1/+1 for each charge counter on Excalibur II.
Equip {3}",Legendary Artifact — Equipment,Excalibur II,,,rare,"The ultimate sword, used by a legendary king. It was forged in another world."
Magic: The Gathering,"Exdeath, Void Warlock // Neo Exdeath, Dimension's End",,Legendary Creature — Spirit Warlock // Legendary Creature — Spirit Avatar,"Exdeath, Void Warlock // Neo Exdeath, Dimension's End",,,uncommon,
Magic: The Gathering,"Fang, Fearless l'Cie","Whenever one or more cards leave your graveyard, you draw a card and you lose 1 life. This ability triggers only once each turn.
(Melds with Vanille, Cheerful l'Cie.)",Legendary Creature — Human Warrior,"Fang, Fearless l'Cie",2,B,uncommon,"""If I don't figure out our Focus soon... Vanille's gonna be a Cieʼth. I'll tear down the sky if it'll save her."""
Magic: The Gathering,Fate of the Sun-Cryst,"This spell costs {2} less to cast if it targets a tapped creature.
Destroy target nonland permanent.",Instant,Fate of the Sun-Cryst,,W,common,"""You would have me destroy the Empire? Is this my duty? Is this what you want?""
—Ashelia B'nargin Dalmasca"
Magic: The Gathering,Fight On!,Return up to two target creature cards from your graveyard to your hand.,Instant,Fight On!,,B,common,"""Just hang in there! Someday we'll look back at these hard times and laugh."""
Magic: The Gathering,Fire Magic,"Tiered (Choose one additional cost.)
• Fire — {0} — Fire Magic deals 1 damage to each creature.
• Fira — {2} — Fire Magic deals 2 damage to each creature.
• Firaga — {5} — Fire Magic deals 3 damage to each creature.",Instant,Fire Magic,,R,uncommon,
Magic: The Gathering,"Firion, Wild Rose Warrior","Equipped creatures you control have haste.
Whenever a nontoken Equipment you control enters, create a token that's a copy of it, except it has ""This Equipment's equip abilities cost {2} less to activate."" Sacrifice that token at the beginning of the next upkeep.",Legendary Creature — Human Rebel Warrior,"Firion, Wild Rose Warrior",3,R,rare,
Magic: The Gathering,Forest,({T}: Add {G}.),Basic Land — Forest,Forest,,,common,
Magic: The Gathering,Freya Crescent,"Jump — During your turn, Freya Crescent has flying.
{T}: Add {R}. Spend this mana only to cast an Equipment spell or activate an equip ability.",Legendary Creature — Rat Knight,Freya Crescent,1,R,uncommon,"""We live not to forget our past, but to learn from it!"""
Magic: The Gathering,From Father to Son,"Search your library for a Vehicle card, reveal it, and put it into your hand. If this spell was cast from a graveyard, put that card onto the battlefield instead. Then shuffle.
Flashback {4}{W}{W}{W} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",Sorcery,From Father to Son,,W,rare,
Magic: The Gathering,Gaelicat,"Flying, vigilance
As long as you control two or more artifacts, this creature gets +2/+0.",Creature — Cat,Gaelicat,1,W,common,"""That's the ticket! Now, let's get moving to North Mountain!""
—Galuf Baldesion"
Magic: The Gathering,Gaius van Baelsar,"When Gaius van Baelsar enters, choose one —
• Each player sacrifices a creature token of their choice.
• Each player sacrifices a nontoken creature of their choice.
• Each player sacrifices an enchantment of their choice.",Legendary Creature — Human Soldier,Gaius van Baelsar,3,B,uncommon,
Magic: The Gathering,Galuf's Final Act,"Until end of turn, target creature gets +1/+0 and gains ""When this creature dies, put a number of +1/+1 counters equal to its power on up to one target creature.""",Instant,Galuf's Final Act,,G,uncommon,"""I'll destroy you Exdeath... even if it means I have to take you into the afterlife myself!"""
Magic: The Gathering,"Garland, Knight of Cornelia // Chaos, the Endless",,Legendary Creature — Human Knight // Legendary Creature — Demon,"Garland, Knight of Cornelia // Chaos, the Endless",,,uncommon,
Magic: The Gathering,"Garnet, Princess of Alexandria","Lifelink
Whenever Garnet attacks, you may remove a lore counter from each of any number of Sagas you control. Put a +1/+1 counter on Garnet for each lore counter removed this way.",Legendary Creature — Human Noble Cleric,"Garnet, Princess of Alexandria",2,"G,W",uncommon,"""Someday I will be queen, but I will always be myself."""
Magic: The Gathering,Genji Glove,"Equipped creature has double strike.
Whenever equipped creature attacks, if it's the first combat phase of the turn, untap it. After this phase, there is an additional combat phase.
Equip {3}",Artifact — Equipment,Genji Glove,,,rare,"""I must say, I quite enjoy these tussles."""
Magic: The Gathering,Gigantoad,"As long as you control seven or more lands, this creature gets +2/+2.",Creature — Frog,Gigantoad,4,G,common,The gigantoad is known to venture outside of its comfort zone during downpours—much to the surprise of unsuspecting hikers.
Magic: The Gathering,"Gilgamesh, Master-at-Arms","Whenever Gilgamesh enters or attacks, look at the top six cards of your library. You may put any number of Equipment cards from among them onto the battlefield. Put the rest on the bottom of your library in a random order. When you put one or more Equipment onto the battlefield this way, you may attach one of them to a Samurai you control.",Legendary Creature — Human Samurai,"Gilgamesh, Master-at-Arms",6,R,rare,
Magic: The Gathering,"Giott, King of the Dwarves","Double strike
Whenever Giott or another Dwarf you control enters and whenever an Equipment you control enters, you may discard a card. If you do, draw a card.",Legendary Creature — Dwarf Noble,"Giott, King of the Dwarves",1,"R,W",uncommon,"""We will fight along with you for the planet, our home!"""
Magic: The Gathering,Gladiolus Amicitia,"When Gladiolus Amicitia enters, search your library for a land card, put it onto the battlefield tapped, then shuffle.
Landfall — Whenever a land you control enters, another target creature you control gets +2/+2 and gains trample until end of turn.",Legendary Creature — Human Warrior,Gladiolus Amicitia,6,"G,R",uncommon,"""Guard the king with our lives—that's the way it's always been."""
Magic: The Gathering,"Gogo, Master of Mimicry","{X}{X}, {T}: Copy target activated or triggered ability you control X times. You may choose new targets for the copies. This ability can't be copied and X can't be 0. (Mana abilities can't be targeted.)",Legendary Creature — Wizard,"Gogo, Master of Mimicry",2,U,mythic,"""I see... so, you seek to save the world. Then I guess that means I shall save the world as well. Lead on! I will copy your every move."""
Magic: The Gathering,"Gohn, Town of Ruin","This land enters tapped.
{T}: Add {B} or {G}.",Land — Town,"Gohn, Town of Ruin",,,common,"""They say that beyond the dunes is the Town of Ruin, but no one can even enter the desert to find out, let alone cross it.""
—Cid Previa"
Magic: The Gathering,"Golbez, Crystal Collector","Whenever an artifact you control enters, surveil 1.
At the beginning of your end step, if you control four or more artifacts, return target creature card from your graveyard to your hand. Then if you control eight or more artifacts, each opponent loses life equal to that card's power.",Legendary Creature — Human Wizard,"Golbez, Crystal Collector",1,"B,U",rare,
Magic: The Gathering,"Gongaga, Reactor Town","This land enters tapped.
{T}: Add {R} or {G}.",Land — Town,"Gongaga, Reactor Town",,,common,"""The Shinra people told us that everyone would be happy once the reactor was built. But all it brought us was sadness...""
—Gongaga villager"
Magic: The Gathering,Goobbue Gardener,{T}: Add {G}.,Creature — Plant Beast,Goobbue Gardener,1,G,common,The parasitic moss that grows in the folds of the goobbue's back is highly valued as an ingredient in various potions and medicines.
Magic: The Gathering,G'raha Tia,"Reach
The Allagan Eye — Whenever one or more other creatures and/or artifacts you control die, draw a card. This ability triggers only once each turn.",Legendary Creature — Cat Archer,G'raha Tia,3,W,uncommon,
Magic: The Gathering,Gran Pulse Ochu,"Deathtouch
{8}: Until end of turn, this creature gets +1/+1 for each permanent card in your graveyard.",Creature — Plant Beast,Gran Pulse Ochu,1,G,common,"A mysterious beast that has grown large on its journey across Gran Pulse. Its children, known as microchus, accompany the ochu in combat against adventurers."
Magic: The Gathering,"Guadosalam, Farplane Gateway","This land enters tapped.
{T}: Add {G} or {U}.",Land — Town,"Guadosalam, Farplane Gateway",,,common,"""We Guado protect the Farplane so the dead can rest in peace.""
—Guadosalam citizen"
Magic: The Gathering,Gysahl Greens,"Create a 2/2 green Bird creature token with ""Whenever a land you control enters, this token gets +1/+0 until end of turn.""
Flashback {6}{G} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",Sorcery,Gysahl Greens,,G,common,
Magic: The Gathering,Haste Magic,Target creature gets +3/+1 and gains haste until end of turn. Exile the top card of your library. You may play it until your next end step.,Instant,Haste Magic,,R,common,"""Double time."""
Magic: The Gathering,Hecteyes,"When this creature enters, each opponent discards a card.",Creature — Ooze Horror,Hecteyes,1,B,common,"""Once, the monsters of Hell poured forth into the world. They entered using a path known as the Jade Passage.""
—Hilda, Princess of Fynn"
Magic: The Gathering,Hill Gigas,"Trample, haste
Mountaincycling {2} ({2}, Discard this card: Search your library for a Mountain card, reveal it, put it into your hand, then shuffle.)",Creature — Giant,Hill Gigas,5,R,common,"""This place is dangerous! Be careful!""
—Zozo resident"
Magic: The Gathering,Hope Estheim,"Lifelink
At the beginning of your end step, each opponent mills X cards, where X is the amount of life you gained this turn.",Legendary Creature — Human Wizard,Hope Estheim,2,"U,W",rare,"""If we have the power to destroy Cocoon, then we have the power to save it."""
Magic: The Gathering,Ice Flan,"When this creature enters, tap target artifact or creature an opponent controls. Put a stun counter on it. (If a permanent with a stun counter would become untapped, remove one from it instead.)
Islandcycling {2} ({2}, Discard this card: Search your library for an Island card, reveal it, put it into your hand, then shuffle.)",Creature — Elemental Ooze,Ice Flan,5,U,common,
Magic: The Gathering,Ice Magic,"Tiered (Choose one additional cost.)
• Blizzard — {0} — Return target creature to its owner's hand.
• Blizzara — {2} — Target creature's owner puts it on their choice of the top or bottom of their library.
• Blizzaga — {5}{U} — Target creature's owner shuffles it into their library.",Instant,Ice Magic,,U,common,
Magic: The Gathering,Ignis Scientia,"When Ignis Scientia enters, look at the top six cards of your library. You may put a land card from among them onto the battlefield tapped. Put the rest on the bottom of your library in a random order.
I've Come Up with a New Recipe! — {1}{G}{U}, {T}: Exile target card from a graveyard. If a creature card was exiled this way, create a Food token.",Legendary Creature — Human Advisor,Ignis Scientia,2,"G,U",uncommon,
Magic: The Gathering,Il Mheg Pixie,"Flying
Whenever this creature attacks, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)",Creature — Faerie,Il Mheg Pixie,2,U,uncommon,"""Well now, aren't you just brimming with life? I'd love to suck up all that aether like nectar from a flower!"""
Magic: The Gathering,"Insomnia, Crown City","This land enters tapped.
{T}: Add {W} or {B}.",Land — Town,"Insomnia, Crown City",,,common,"""I need only know that you are ready to leave home behind,"" said King Regis.
""Don't know about you, but I'm ready as I'll ever be,"" replied Noctis."
Magic: The Gathering,Instant Ramen,"Flash
When this artifact enters, draw a card.
{2}, {T}, Sacrifice this artifact: You gain 3 life.",Artifact — Food,Instant Ramen,,,common,"""It's not about finding the single best ingredient. It's about crafting that perfect blend of meat, egg, and shrimp. That harmony of flavors is key."""
Magic: The Gathering,Iron Giant,"Vigilance, reach, trample",Artifact Creature — Demon,Iron Giant,6,,common,"The iron giant is both hostile and powerful, using a giant blade to fell its foes. The mere mention of its name strikes fear in the hearts of drivers who know how perilous the roads are at night."
Magic: The Gathering,"Ishgard, the Holy See // Faith & Grief",,Land — Town // Sorcery — Adventure,"Ishgard, the Holy See // Faith & Grief",,,rare,"A great and proud nation devoted to Halone, the Fury."
Magic: The Gathering,Island,({T}: Add {U}.),Basic Land — Island,Island,,,common,
Magic: The Gathering,Item Shopkeep,"Whenever you attack, target attacking equipped creature gains menace until end of turn. (It can't be blocked except by two or more creatures.)",Creature — Human Citizen,Item Shopkeep,2,R,common,"""What can I do for you?"""
Magic: The Gathering,"Jecht, Reluctant Guardian // Braska's Final Aeon",,Legendary Creature — Human Warrior // Legendary Enchantment Creature — Saga Nightmare,"Jecht, Reluctant Guardian // Braska's Final Aeon",,,rare,
Magic: The Gathering,"Jenova, Ancient Calamity","At the beginning of combat on your turn, put a number of +1/+1 counters equal to Jenova's power on up to one other target creature. That creature becomes a Mutant in addition to its other types.
Whenever a Mutant you control dies during your turn, you draw cards equal to its power.",Legendary Creature — Alien,"Jenova, Ancient Calamity",1,"B,G",rare,
Magic: The Gathering,"Jidoor, Aristocratic Capital // Overture",,Land — Town // Sorcery — Adventure,"Jidoor, Aristocratic Capital // Overture",,,rare,"""You're the spitting image of Maria!""
—Jidoor resident"
Magic: The Gathering,"Jill, Shiva's Dominant // Shiva, Warden of Ice",,Legendary Creature — Human Noble Warrior // Legendary Enchantment Creature — Saga Elemental,"Jill, Shiva's Dominant // Shiva, Warden of Ice",,,rare,
Magic: The Gathering,"Joshua, Phoenix's Dominant // Phoenix, Warden of Fire",,Legendary Creature — Human Noble Wizard // Legendary Enchantment Creature — Saga Phoenix,"Joshua, Phoenix's Dominant // Phoenix, Warden of Fire",,,rare,
Magic: The Gathering,Judge Magister Gabranth,"Menace (This creature can't be blocked except by two or more creatures.)
Whenever another creature or artifact you control dies, put a +1/+1 counter on Judge Magister Gabranth.",Legendary Creature — Human Advisor Knight,Judge Magister Gabranth,2,"B,W",uncommon,"""I slew your king. I slew your country. Do these deeds not demand vengeance?"""
Magic: The Gathering,Judgment Bolt,"Judgment Bolt deals 5 damage to target creature and X damage to that creature's controller, where X is the number of Equipment you control.",Instant,Judgment Bolt,,R,rare,"""I'm here to even the odds. Any objections?"""
Magic: The Gathering,Jumbo Cactuar,"10,000 Needles — Whenever this creature attacks, it gets +9999/+0 until end of turn.",Creature — Plant,Jumbo Cactuar,1,G,rare,Some Cactuars live long lives and grow huge. This Jumbo Cactuar is one of them.
Magic: The Gathering,"Kain, Traitorous Dragoon","Jump — During your turn, Kain has flying.
Whenever Kain deals combat damage to a player, that player gains control of Kain. If they do, you draw that many cards, create that many tapped Treasure tokens, then lose that much life.",Legendary Creature — Human Knight,"Kain, Traitorous Dragoon",2,B,rare,
Magic: The Gathering,"Kefka, Court Mage // Kefka, Ruler of Ruin",,Legendary Creature — Human Wizard // Legendary Creature — Avatar Wizard,"Kefka, Court Mage // Kefka, Ruler of Ruin",,,mythic,
Magic: The Gathering,"Kuja, Genome Sorcerer // Trance Kuja, Fate Defied",,Legendary Creature — Human Mutant Wizard // Legendary Creature — Avatar Wizard,"Kuja, Genome Sorcerer // Trance Kuja, Fate Defied",,,rare,
Magic: The Gathering,Laughing Mad,"As an additional cost to cast this spell, discard a card.
Draw two cards.
Flashback {3}{R} (You may cast this card from your graveyard for its flashback cost and any additional costs. Then exile it.)",Instant,Laughing Mad,,R,common,
Magic: The Gathering,"Lightning, Army of One","First strike, trample, lifelink
Stagger — Whenever Lightning deals combat damage to a player, until your next turn, if a source would deal damage to that player or a permanent that player controls, it deals double that damage instead.",Legendary Creature — Human Soldier,"Lightning, Army of One",3,"R,W",mythic,"""Lightning. It flashes bright, then fades away. It can't protect. It only destroys."""
Magic: The Gathering,"Lightning, Security Sergeant","Menace (This creature can't be blocked except by two or more creatures.)
Whenever Lightning deals combat damage to a player, exile the top card of your library. You may play that card for as long as you control Lightning.",Legendary Creature — Human Soldier,"Lightning, Security Sergeant",2,R,rare,
Magic: The Gathering,Light of Judgment,Light of Judgment deals 6 damage to target creature. Destroy up to one Equipment attached to that creature.,Instant,Light of Judgment,,R,common,"""I was there... I saw when Kefka used his Light of Judgment to torch the village of Mobliz, far to the east.""
—Tzen resident"
Magic: The Gathering,"Lindblum, Industrial Regency // Mage Siege",,Land — Town // Instant — Adventure,"Lindblum, Industrial Regency // Mage Siege",,,rare,A city encircled by the ramparts of a massive castle.
Magic: The Gathering,Lion Heart,"When this Equipment enters, it deals 2 damage to any target.
Equipped creature gets +2/+1.
Equip {2}",Artifact — Equipment,Lion Heart,,,uncommon,"""Lions are known for their great strength and pride."""
Magic: The Gathering,Locke Cole,"Deathtouch, lifelink
Whenever Locke Cole deals combat damage to a player, draw a card, then discard a card.",Legendary Creature — Human Rogue,Locke Cole,2,"B,U",uncommon,"""As long as there are people who need to be protected, I'll keep on fighting!"""
Magic: The Gathering,Loporrit Scout,"Whenever another creature you control enters, this creature gets +1/+1 until end of turn.",Creature — Rabbit Scout,Loporrit Scout,3,G,common,"""I've come to realize that it's important to put down the book every now and then, and experience some adventures for myself."""
Magic: The Gathering,Louisoix's Sacrifice,"As an additional cost to cast this spell, sacrifice a legendary creature or pay {2}.
Counter target activated ability, triggered ability, or noncreature spell.",Instant,Louisoix's Sacrifice,,U,rare,"""Thank you... for everything... Pray take your rest, Grandfather... You deserve it.""
—Alisaie Leveilleur"
Magic: The Gathering,Lunatic Pandora,"{2}, {T}: Surveil 1. (Look at the top card of your library. You may put it into your graveyard.)
{6}, {T}, Sacrifice Lunatic Pandora: Destroy target nonland permanent.",Legendary Artifact,Lunatic Pandora,,,common,"""Inside the Lunatic Pandora is this thing called a Crystal Pillar. It calls monsters from the Moon.""
—Zell Dincht"
Magic: The Gathering,Machinist's Arsenal,"Job select (When this Equipment enters, create a 1/1 colorless Hero creature token, then attach this to it.)
Equipped creature gets +2/+2 for each artifact you control and is an Artificer in addition to its other types.
Machina — Equip {4} ({4}: Attach to target creature you control. Equip only as a sorcery.)",Artifact — Equipment,Machinist's Arsenal,,W,rare,
Magic: The Gathering,Magic Damper,Target creature you control gets +1/+1 and gains hexproof until end of turn. Untap it.,Instant,Magic Damper,,U,common,"""You're gonna wish you hadn't."""
Magic: The Gathering,Magic Pot,"When this creature dies, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")
{2}, {T}: Exile target card from a graveyard.",Artifact Creature — Goblin Construct,Magic Pot,1,,common,"""Gimme elixir!"""
Magic: The Gathering,Magitek Armor,"When this Vehicle enters, create a 1/1 colorless Hero creature token.
Crew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)",Artifact — Vehicle,Magitek Armor,4,W,uncommon,
Magic: The Gathering,Magitek Infantry,"This creature gets +1/+0 as long as you control another artifact.
{2}{W}: Search your library for a card named Magitek Infantry, put it onto the battlefield tapped, then shuffle.",Artifact Creature — Robot Soldier,Magitek Infantry,1,W,common,"These cybersoldiers were specifically engineered to excel in combat, and serve as the powerhouse of the imperial infantry."
Magic: The Gathering,Magitek Scythe,"A Test of Your Reflexes! — When this Equipment enters, you may attach it to target creature you control. If you do, that creature gains first strike until end of turn and must be blocked this turn if able.
Equipped creature gets +2/+1.
Equip {2}",Artifact — Equipment,Magitek Scythe,,,rare,
Magic: The Gathering,Malboro,"Bad Breath — When this creature enters, each opponent discards a card, loses 2 life, and exiles the top three cards of their library.
Swampcycling {2} ({2}, Discard this card: Search your library for a Swamp card, reveal it, put it into your hand, then shuffle.)",Creature — Plant Horror,Malboro,4,B,common,
Magic: The Gathering,"Matoya, Archon Elder","Whenever you scry or surveil, draw a card. (Draw after you scry or surveil.)",Legendary Creature — Human Warlock,"Matoya, Archon Elder",1,U,rare,"""Don't you know it's rude to enter without knocking? Hmph, the youth of today..."""
